emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,individual_id
calm,0,89.30982406185353,58.985565331314184,0.434,0.101,13.588,36.58,-0.022,0.089,9.798,0.734,95.9,2025-07-16T19:04:08.108984,49
fatigued,5,53.44665587631364,22.48898351541968,0.151,0.177,11.861,36.49,-0.13,0.206,9.731,0.278,97.2,2025-07-16T19:04:08.662563,29
anxious,4,77.16014848954028,18.636989409445924,0.777,0.326,24.281,36.78,-0.183,-0.053,9.893,0.152,95.1,2025-07-16T19:04:08.569634,19
excited,2,78.8536900842832,31.73530430299847,0.744,0.525,16.548,36.75,-0.115,-0.071,9.628,0.972,95.8,2025-07-16T19:04:08.368048,39
fatigued,5,72.97201875262381,17.250248244692166,0.299,0.05,9.043,36.41,-0.006,0.048,9.823,0.103,96.4,2025-07-16T19:04:08.653121,28
stressed,3,104.29114202127178,27.550130189354206,0.62,0.426,19.645,37.09,-0.103,0.199,10.08,0.327,96.3,2025-07-16T19:04:08.440567,39
excited,2,71.65707126388912,31.84783356641519,0.478,0.313,22.168,36.82,0.147,0.175,9.873,0.537,96.1,2025-07-16T19:04:08.362228,18
fatigued,5,55.251115400618175,29.97351145665907,0.261,0.164,11.117,36.6,-0.219,0.185,9.804,0.293,98.0,2025-07-16T19:04:08.583132,35
stressed,3,89.64588380790774,23.555702469106333,0.65,0.461,21.918,36.83,-0.36,-0.237,9.845,0.475,97.2,2025-07-16T19:04:08.427606,41
fatigued,5,60.379485872677165,43.92883287048729,0.378,0.211,12.737,36.6,-0.661,0.15,9.839,0.192,97.6,2025-07-16T19:04:08.590821,32
stressed,3,109.09135902246447,29.537512941793338,0.732,0.538,20.281,37.22,-0.139,0.113,9.367,0.499,95.4,2025-07-16T19:04:08.431175,37
calm,0,74.3472126588184,43.97635444579989,0.269,0.098,15.766,36.54,0.2,0.189,9.767,0.197,96.9,2025-07-16T19:04:08.194253,1
focused,1,89.45065955963766,50.184459486438364,0.407,0.051,15.83,36.48,-0.048,0.047,9.818,0.943,97.2,2025-07-16T19:04:08.261792,11
excited,2,81.34360408839753,29.836259086854106,0.752,0.379,20.081,36.88,-0.061,0.355,9.876,0.18,96.2,2025-07-16T19:04:08.343760,26
stressed,3,112.52126635822601,10.263734952770776,0.73,0.393,16.0,36.85,-0.107,-0.492,9.931,0.102,95.4,2025-07-16T19:04:08.479336,33
stressed,3,95.99658936387068,25.568613241255136,0.792,0.161,24.824,36.84,-0.085,0.001,9.735,0.616,95.4,2025-07-16T19:04:08.423093,14
calm,0,80.32498622918733,29.559515853625904,0.363,0.036,10.701,36.63,0.03,0.009,9.778,0.225,97.1,2025-07-16T19:04:08.189855,43
calm,0,83.26818764821765,54.43427546619148,0.228,0.0,13.323,36.43,0.0,0.0,9.8,0.661,97.3,2025-07-16T19:04:08.127710,42
anxious,4,101.19520913694339,19.474913509376076,0.796,0.389,26.543,37.02,0.188,0.183,10.207,0.265,94.9,2025-07-16T19:04:08.539677,27
stressed,3,72.9678937606071,23.210036408641226,0.896,0.248,21.401,36.66,-0.378,-0.064,9.574,0.985,95.4,2025-07-16T19:04:08.490558,32
excited,2,87.32956205815496,35.02722096865969,0.781,0.488,17.147,37.05,0.508,0.195,10.201,0.636,95.3,2025-07-16T19:04:08.320886,17
excited,2,76.61518297206318,21.255311225207677,0.611,0.54,18.316,36.87,-0.318,1.057,10.065,0.233,97.1,2025-07-16T19:04:08.362554,46
anxious,4,77.80919030780123,20.189308488548896,0.805,0.455,28.879,36.89,0.092,-0.035,10.024,0.679,95.6,2025-07-16T19:04:08.500374,32
focused,1,66.47065120896369,58.11654968624211,0.374,0.027,13.628,36.58,-0.014,0.004,9.827,0.349,95.3,2025-07-16T19:04:08.284855,22
stressed,3,108.23624667428432,19.225806127969427,0.5,0.291,20.256,37.02,-0.234,0.197,9.961,0.57,94.2,2025-07-16T19:04:08.469726,20
calm,0,63.457046606297276,37.38253115773688,0.39,0.105,12.499,36.81,0.011,0.07,9.779,0.637,96.8,2025-07-16T19:04:08.191499,35
fatigued,5,53.31051446386521,37.846485455180606,0.274,0.18,13.004,36.62,-0.253,-0.401,9.917,0.247,97.6,2025-07-16T19:04:08.618496,30
focused,1,85.93217047297985,34.66200841778111,0.359,0.022,16.523,36.46,-0.043,0.014,9.78,0.543,95.5,2025-07-16T19:04:08.268657,15
fatigued,5,50.925534219198816,16.716868563393206,0.226,0.124,11.698,36.51,0.12,-0.18,9.846,0.335,97.2,2025-07-16T19:04:08.613964,19
calm,0,64.91209972451388,64.2786734564154,0.382,0.108,10.129,36.73,-0.122,0.116,9.794,0.832,96.8,2025-07-16T19:04:08.144210,22
stressed,3,101.45556834173073,19.30638660100992,0.9,0.381,25.925,36.98,-0.409,-0.43,10.002,0.155,95.8,2025-07-16T19:04:08.452173,49
anxious,4,119.16634418130485,8.681928890800444,0.849,0.395,18.922,37.2,0.129,-0.286,9.782,0.281,94.1,2025-07-16T19:04:08.528372,33
stressed,3,101.46826998592289,16.960670034732964,0.749,0.379,27.794,37.21,-0.296,0.323,9.794,0.251,94.9,2025-07-16T19:04:08.425786,0
stressed,3,96.40246499107405,20.668359885320577,0.882,0.235,27.387,36.9,-0.296,0.101,9.727,0.753,95.1,2025-07-16T19:04:08.473958,13
anxious,4,81.80044538879807,19.212680388484852,0.858,0.151,25.931,36.86,0.265,0.072,9.75,0.998,95.3,2025-07-16T19:04:08.514857,3
excited,2,82.29882812036365,27.61243587419649,0.553,0.548,19.657,36.94,-0.445,-0.31,9.756,0.961,96.5,2025-07-16T19:04:08.354182,10
fatigued,5,59.752633523044665,25.017248212198066,0.279,0.29,14.304,36.51,-0.033,0.315,9.564,0.532,97.8,2025-07-16T19:04:08.640155,10
focused,1,70.75312425782832,54.55786316349287,0.401,0.057,16.087,36.53,0.046,0.002,9.769,0.262,96.8,2025-07-16T19:04:08.230464,44
stressed,3,77.75043461170822,30.650285773014172,0.777,0.364,24.873,36.9,-0.412,1.024,9.879,0.503,95.3,2025-07-16T19:04:08.418041,32
focused,1,66.05632298048825,54.11338191088679,0.317,0.04,14.413,36.68,0.003,0.015,9.784,0.63,96.7,2025-07-16T19:04:08.289135,32
anxious,4,114.79190885582838,15.929052112635206,0.948,0.374,18.15,37.19,0.129,0.139,9.718,0.899,94.0,2025-07-16T19:04:08.513602,7
fatigued,5,63.701172349772825,19.654449290803186,0.288,0.057,11.297,36.67,-0.024,-0.014,9.791,0.868,97.6,2025-07-16T19:04:08.581841,25
excited,2,95.69131667396715,31.12701401935971,0.727,0.539,15.065,37.18,-0.311,0.268,9.649,0.937,96.8,2025-07-16T19:04:08.330265,23
anxious,4,74.46869777084619,17.983135763727873,0.735,0.385,25.624,36.88,-0.64,0.053,9.734,0.865,94.9,2025-07-16T19:04:08.564168,18
fatigued,5,52.19714628679107,29.187890583414987,0.303,0.095,8.961,36.6,-0.029,-0.091,9.778,0.143,96.2,2025-07-16T19:04:08.626780,18
stressed,3,116.05766255582971,17.14076444369852,0.717,0.272,21.491,36.93,-0.055,0.121,9.762,0.136,95.0,2025-07-16T19:04:08.474770,40
anxious,4,128.25986518954866,15.026533588070006,0.747,0.159,24.033,36.96,-0.229,0.072,9.739,0.938,94.3,2025-07-16T19:04:08.529943,27
fatigued,5,93.46600285364661,28.035546915935583,0.234,0.162,11.384,36.58,0.313,-0.097,9.979,0.243,97.6,2025-07-16T19:04:08.613155,40
stressed,3,93.88109801006534,12.08931418988796,0.894,0.198,19.988,36.66,-0.294,-0.211,9.761,0.283,96.2,2025-07-16T19:04:08.472007,4
calm,0,65.10662636288424,25.69531038601228,0.347,0.126,13.406,36.56,-0.042,-0.248,9.677,0.507,96.1,2025-07-16T19:04:08.196326,12
calm,0,69.05673001122346,50.727097975661145,0.257,0.126,17.619,36.54,-0.075,-0.112,9.851,0.354,97.0,2025-07-16T19:04:08.109971,31
stressed,3,97.42242722566571,26.384048256489578,0.617,0.369,16.03,36.79,0.219,0.037,9.766,0.87,95.0,2025-07-16T19:04:08.435726,26
excited,2,64.82515875853045,55.67642151415251,0.498,0.3,22.818,36.68,-0.268,-0.339,9.546,0.782,96.8,2025-07-16T19:04:08.373602,35
fatigued,5,75.20470165149402,33.343522271991745,0.247,0.165,8.202,36.53,-0.101,0.371,9.834,0.509,97.7,2025-07-16T19:04:08.662247,49
focused,1,93.5889997857113,52.92271667704722,0.333,0.028,14.332,36.49,0.004,-0.074,9.811,0.523,97.1,2025-07-16T19:04:08.235717,8
calm,0,82.29467238073718,41.081686102882635,0.381,0.067,13.828,36.33,0.068,0.017,9.783,0.109,97.2,2025-07-16T19:04:08.127490,45
anxious,4,100.12032134691626,24.22820112917343,0.852,0.154,22.697,36.92,0.049,-0.125,9.858,0.338,94.0,2025-07-16T19:04:08.509258,26
anxious,4,114.40833729530057,14.67846773448161,0.739,0.359,24.374,37.0,-0.138,-0.367,9.805,0.616,95.6,2025-07-16T19:04:08.543449,15
excited,2,117.38961725401036,31.361503370819797,0.672,0.523,18.096,37.03,0.59,0.294,9.642,0.504,94.7,2025-07-16T19:04:08.382444,2
excited,2,95.7264018474983,37.61950013266612,0.693,0.501,15.719,36.81,-0.618,0.942,9.919,0.499,96.0,2025-07-16T19:04:08.385022,34
anxious,4,102.74749183514587,18.12089627959278,0.765,0.32,32.0,37.1,-0.068,-0.116,9.687,0.791,95.3,2025-07-16T19:04:08.522793,39
anxious,4,86.77405330190889,19.379635608783442,0.924,0.25,22.07,36.86,-0.178,-0.02,9.812,0.544,94.1,2025-07-16T19:04:08.533709,44
anxious,4,83.13435055205798,18.279259855659305,0.798,0.422,18.079,36.72,0.171,-0.225,9.377,0.192,95.4,2025-07-16T19:04:08.541352,44
focused,1,70.54695213184081,30.739632873126364,0.408,0.0,12.819,36.65,0.0,0.0,9.8,0.155,97.4,2025-07-16T19:04:08.297748,24
focused,1,89.59341516853948,62.12721111263537,0.413,0.03,15.842,36.59,0.009,0.01,9.797,0.969,96.9,2025-07-16T19:04:08.296632,45
focused,1,86.99705227383724,31.986539593929677,0.314,0.073,12.48,36.67,-0.041,0.135,9.776,0.678,97.1,2025-07-16T19:04:08.251105,15
anxious,4,116.88869854291153,13.687677011706011,0.796,0.23,18.536,36.85,0.026,0.315,9.743,0.223,93.7,2025-07-16T19:04:08.565574,33
stressed,3,110.71645253283145,15.760396094574531,0.508,0.354,20.223,37.15,-0.323,0.705,9.69,0.104,95.9,2025-07-16T19:04:08.419026,36
excited,2,91.19943323521444,33.96270582762825,0.679,0.496,14.0,36.87,-0.001,-0.458,9.656,0.685,95.7,2025-07-16T19:04:08.308431,21
calm,0,42.808101372759296,44.467228757616255,0.199,0.142,14.124,36.43,0.204,0.076,9.757,0.691,98.0,2025-07-16T19:04:08.189364,19
focused,1,81.70321741335958,52.10905410452253,0.391,0.072,15.815,36.3,0.015,0.084,9.836,0.653,96.0,2025-07-16T19:04:08.294074,34
stressed,3,103.10028241485803,16.012778613359433,0.729,0.257,16.107,36.99,-0.012,0.633,9.892,0.75,95.1,2025-07-16T19:04:08.479660,34
focused,1,93.41496147618527,55.14598617561411,0.405,0.036,12.012,36.55,0.013,-0.033,9.793,0.86,97.2,2025-07-16T19:04:08.278332,8
anxious,4,120.41834740215532,21.71990719881928,0.693,0.221,20.568,36.87,0.006,0.007,9.722,0.597,94.6,2025-07-16T19:04:08.554047,27
focused,1,78.03064095581442,44.74824890745545,0.356,0.068,16.661,36.71,0.134,-0.026,9.785,0.13,97.4,2025-07-16T19:04:08.238360,26
excited,2,97.32719046266374,41.04891668391709,0.644,0.477,14.73,36.86,0.331,0.503,9.494,0.842,95.7,2025-07-16T19:04:08.405889,5
focused,1,64.74402868068842,54.53129350696775,0.319,0.073,13.666,36.61,0.1,-0.008,9.838,0.784,96.9,2025-07-16T19:04:08.224505,22
stressed,3,76.35911337183201,19.974118707829525,0.632,0.414,16.039,36.97,0.16,-0.647,9.72,0.168,95.2,2025-07-16T19:04:08.424717,6
excited,2,79.39480626099592,42.072218775950326,0.553,0.353,14.0,36.79,0.136,-0.081,9.892,0.464,96.4,2025-07-16T19:04:08.342554,29
calm,0,54.572382468960456,38.937727667084644,0.238,0.116,15.329,36.5,-0.031,0.002,9.897,0.227,97.9,2025-07-16T19:04:08.140627,7
focused,1,75.16293279508207,54.06787092940045,0.428,0.025,15.291,36.54,-0.046,0.0,9.77,0.916,97.0,2025-07-16T19:04:08.264093,37
excited,2,83.01605720589683,33.31585526003232,0.616,0.684,18.768,36.85,-0.369,0.319,9.266,0.607,96.2,2025-07-16T19:04:08.310101,29
fatigued,5,72.10974610109454,22.88519879069967,0.355,0.05,8.345,36.51,0.039,0.007,9.818,0.709,97.6,2025-07-16T19:04:08.597863,26
focused,1,62.53123174391963,47.91815506242765,0.434,0.071,14.222,36.54,0.015,-0.051,9.757,0.206,97.4,2025-07-16T19:04:08.220736,24
focused,1,77.8322429931081,44.629820472552936,0.439,0.055,12.853,36.62,-0.051,0.032,9.819,0.551,95.6,2025-07-16T19:04:08.265562,2
focused,1,57.863768662643835,41.952778683227926,0.433,0.073,15.573,36.46,0.018,-0.057,9.888,0.333,96.3,2025-07-16T19:04:08.276573,18
focused,1,71.99008969022438,52.20688861384382,0.427,0.076,14.186,36.7,0.039,-0.11,9.807,0.786,97.9,2025-07-16T19:04:08.247447,4
fatigued,5,81.75124425181787,19.447545292444417,0.2,0.092,11.162,36.64,-0.217,-0.007,9.838,0.295,97.6,2025-07-16T19:04:08.660841,15
stressed,3,117.6023175380762,17.592058543458712,0.684,0.292,16.0,36.91,-0.309,-0.217,9.877,0.745,94.6,2025-07-16T19:04:08.456673,34
anxious,4,91.27566376318623,20.298215874180567,0.855,0.405,24.838,36.91,-0.156,0.539,9.809,0.763,94.3,2025-07-16T19:04:08.554671,20
excited,2,73.42393100706981,31.87628538754157,0.486,0.463,18.061,36.68,-0.066,-0.132,9.453,0.993,96.5,2025-07-16T19:04:08.379254,38
fatigued,5,61.73066320153217,32.29431017351227,0.204,0.201,13.965,36.51,0.313,0.129,9.99,0.785,97.1,2025-07-16T19:04:08.598998,10
excited,2,99.45389108890903,58.88544142844287,0.539,0.147,18.02,36.84,0.078,0.1,9.778,0.432,95.8,2025-07-16T19:04:08.356927,36
fatigued,5,64.058526015413,29.185071774199212,0.308,0.201,10.902,36.51,0.23,-0.213,9.897,0.199,97.7,2025-07-16T19:04:08.621325,38
stressed,3,95.84099698258356,16.858467384785865,0.665,0.297,16.516,37.09,-0.227,-0.296,9.627,0.27,94.8,2025-07-16T19:04:08.447764,31
excited,2,93.43616322175397,37.72350325141948,0.538,0.535,17.566,36.98,0.399,0.028,9.553,0.194,95.8,2025-07-16T19:04:08.396959,21
excited,2,90.82257352901371,48.427170016948516,0.733,0.414,16.347,36.86,0.242,-0.463,10.148,0.826,95.5,2025-07-16T19:04:08.306023,28
stressed,3,105.77883642107518,28.227945593721806,0.651,0.255,21.327,36.98,-0.024,0.033,9.821,0.712,95.0,2025-07-16T19:04:08.472341,38
calm,0,62.13554348530251,50.618816751612755,0.208,0.083,14.181,36.58,0.105,0.044,9.796,0.618,97.3,2025-07-16T19:04:08.166669,35
calm,0,73.76622228370421,43.75190146553052,0.301,0.091,12.473,36.56,0.005,-0.099,9.703,0.817,97.2,2025-07-16T19:04:08.211577,20
focused,1,75.2972790213872,54.292544329609704,0.42,0.048,15.688,36.64,-0.014,-0.082,9.763,0.56,97.2,2025-07-16T19:04:08.265886,23
calm,0,90.34847052551763,43.247200490150945,0.294,0.093,12.596,36.65,-0.085,-0.018,9.719,0.574,97.8,2025-07-16T19:04:08.182481,8
excited,2,75.07125507607854,34.564540921176665,0.704,0.7,21.821,37.03,-0.043,-0.998,10.019,0.654,95.9,2025-07-16T19:04:08.376568,18
fatigued,5,74.70558116627494,22.736297301898148,0.206,0.221,10.498,36.49,-0.05,-0.295,9.783,0.961,97.9,2025-07-16T19:04:08.589859,33
stressed,3,106.70493578201064,19.52737508632519,0.9,0.241,22.41,36.82,-0.527,0.096,9.862,0.186,94.9,2025-07-16T19:04:08.418864,27
excited,2,83.87802493673247,23.952588368438576,0.657,0.393,18.894,37.0,-0.081,-0.171,10.099,0.315,95.7,2025-07-16T19:04:08.332857,28
anxious,4,114.23706144756797,21.660953438034014,0.791,0.318,24.357,37.1,0.438,-0.158,9.651,0.991,94.6,2025-07-16T19:04:08.549379,41
stressed,3,133.5323859227303,15.036512396644929,0.765,0.284,19.818,37.17,0.319,-0.853,9.523,0.183,94.9,2025-07-16T19:04:08.474448,45
excited,2,110.04921969045773,30.453669872780658,0.438,0.269,22.604,36.86,-0.23,-0.255,9.976,0.955,95.7,2025-07-16T19:04:08.355744,43
stressed,3,109.78916907717563,14.530118510386405,0.508,0.25,19.286,37.02,-0.028,0.021,9.696,0.853,94.9,2025-07-16T19:04:08.438954,43
fatigued,5,55.425627560212035,14.36185386211304,0.334,0.175,12.746,36.42,0.095,-0.036,9.731,0.825,97.5,2025-07-16T19:04:08.647287,3
fatigued,5,68.44826620661611,28.39195399814418,0.309,0.178,10.804,36.71,-0.046,-0.114,9.686,0.981,96.9,2025-07-16T19:04:08.622909,20
fatigued,5,70.68894410886045,22.00993110312748,0.212,0.234,9.455,36.44,0.344,0.068,9.932,0.108,98.3,2025-07-16T19:04:08.615911,2
stressed,3,106.6042883703713,20.320056216501506,0.884,0.358,22.135,36.76,-0.477,0.25,9.654,0.688,95.2,2025-07-16T19:04:08.495154,33
anxious,4,80.44676337509145,15.409266285069844,0.718,0.337,18.243,36.71,0.337,0.019,9.689,0.335,95.1,2025-07-16T19:04:08.570108,12
stressed,3,111.83583735609612,27.116701491129422,0.594,0.411,20.171,37.0,-0.221,0.451,9.69,0.203,95.1,2025-07-16T19:04:08.427444,37
calm,0,63.13789366760585,59.10678243017886,0.334,0.153,15.437,36.51,0.25,-0.007,9.808,0.892,97.5,2025-07-16T19:04:08.212218,20
anxious,4,111.55449581168985,14.762416683429628,0.882,0.191,25.028,36.9,-0.037,0.122,9.79,0.689,95.8,2025-07-16T19:04:08.531198,27
stressed,3,118.80356458382415,15.099298219698614,0.5,0.457,26.128,37.21,-0.406,-0.732,9.959,0.49,95.3,2025-07-16T19:04:08.421141,1
anxious,4,140.62739074381082,28.1299220928139,0.856,0.311,22.645,37.34,0.047,-0.393,9.928,0.252,94.4,2025-07-16T19:04:08.516570,8
calm,0,67.84351351321493,55.164846461819664,0.311,0.086,15.588,36.63,-0.053,0.035,9.82,0.211,96.9,2025-07-16T19:04:08.157814,29
fatigued,5,68.87598899381814,17.679755991895256,0.223,0.329,13.112,36.6,0.103,-0.01,10.006,0.385,98.0,2025-07-16T19:04:08.653283,26
stressed,3,85.5620269033168,27.05390498251518,0.624,0.347,16.017,37.02,-0.01,0.912,9.691,0.671,95.4,2025-07-16T19:04:08.417656,18
excited,2,84.6350244371832,24.564940668144537,0.475,0.324,20.549,36.92,0.464,-0.073,9.854,0.175,96.5,2025-07-16T19:04:08.406223,3
focused,1,79.04410444453792,59.20971181143234,0.375,0.058,16.131,36.67,-0.07,0.044,9.84,0.213,97.1,2025-07-16T19:04:08.261467,21
excited,2,94.5199809600036,53.50806412645264,0.668,0.445,19.389,37.06,-0.838,0.459,9.626,0.756,95.6,2025-07-16T19:04:08.304397,0
calm,0,82.58614837671767,29.336021940963494,0.376,0.096,15.26,36.48,-0.029,0.029,9.772,0.546,96.8,2025-07-16T19:04:08.212698,8
fatigued,5,60.48031752815663,34.03351220022517,0.323,0.308,14.671,36.49,0.242,-0.064,9.851,0.787,98.2,2025-07-16T19:04:08.629915,2
calm,0,53.02970351742313,31.681211478679273,0.16,0.086,13.269,36.62,-0.098,-0.039,9.814,0.459,98.4,2025-07-16T19:04:08.194753,19
anxious,4,78.71919857322688,15.569158268349549,0.917,0.443,18.678,36.86,0.272,-0.452,9.766,0.788,96.3,2025-07-16T19:04:08.499861,46
fatigued,5,68.94106659996457,21.338936250878536,0.242,0.301,16.0,36.47,-0.088,-0.077,9.935,0.948,98.7,2025-07-16T19:04:08.645725,47
focused,1,88.53507331724194,47.57334135602764,0.371,0.076,13.699,36.72,-0.037,0.009,9.868,0.511,97.1,2025-07-16T19:04:08.280254,2
anxious,4,116.78909910407873,15.959089798634356,0.925,0.323,26.446,37.08,0.261,-0.143,9.916,0.406,94.8,2025-07-16T19:04:08.558684,28
anxious,4,75.95811755431856,17.128146910013164,0.876,0.215,20.891,36.75,-0.184,-0.198,9.906,0.16,96.2,2025-07-16T19:04:08.549222,24
calm,0,51.32015849755761,54.232019224335886,0.379,0.069,15.167,36.52,0.099,-0.042,9.822,0.154,97.2,2025-07-16T19:04:08.203383,12
anxious,4,156.51816862377004,21.05477681988817,0.918,0.296,18.0,37.17,0.078,0.168,9.703,0.852,94.2,2025-07-16T19:04:08.545635,11
calm,0,58.19922600712392,35.82215992228692,0.433,0.058,14.488,36.51,-0.014,0.047,9.795,0.748,97.7,2025-07-16T19:04:08.126886,13
fatigued,5,65.9728825547735,31.84626719623019,0.239,0.103,11.21,36.37,0.084,-0.0,9.757,0.804,97.9,2025-07-16T19:04:08.638435,43
focused,1,59.852736557971134,37.49355142055117,0.443,0.068,13.499,36.25,0.003,-0.072,9.789,0.142,97.4,2025-07-16T19:04:08.243962,0
excited,2,75.5556807484625,28.068629328740126,0.501,0.517,16.077,36.94,0.08,-1.162,9.799,0.426,97.2,2025-07-16T19:04:08.354678,23
stressed,3,82.45338920681144,10.477780192265351,0.623,0.16,21.797,36.73,-0.148,-0.146,9.747,0.242,96.4,2025-07-16T19:04:08.423421,21
anxious,4,87.33069698654057,28.583078008825037,0.704,0.479,18.0,36.97,0.246,0.707,9.722,0.197,95.3,2025-07-16T19:04:08.561514,36
focused,1,72.96545765510612,54.22188574293644,0.412,0.047,15.036,36.67,-0.014,-0.085,9.845,0.183,96.8,2025-07-16T19:04:08.299334,44
stressed,3,99.23047587742079,19.51674714232358,0.652,0.187,24.052,36.93,0.183,-0.034,9.831,0.412,94.9,2025-07-16T19:04:08.428582,26
calm,0,103.06838818206894,35.957197276575414,0.3,0.168,13.929,36.75,0.046,-0.036,9.73,0.623,96.2,2025-07-16T19:04:08.212535,47
calm,0,74.06573129056777,35.98419436105248,0.184,0.092,13.003,36.56,0.001,-0.189,9.855,0.107,97.0,2025-07-16T19:04:08.132603,49
calm,0,80.78172893602938,48.30195653488311,0.334,0.055,12.272,36.49,0.053,-0.041,9.812,0.185,98.0,2025-07-16T19:04:08.150796,49
calm,0,63.68157759753919,49.3069825120785,0.251,0.085,14.693,36.38,0.038,-0.164,9.806,0.343,98.3,2025-07-16T19:04:08.194415,2
stressed,3,98.50745061329427,26.862280989895964,0.743,0.298,16.748,36.78,0.297,-0.18,9.946,0.429,94.8,2025-07-16T19:04:08.469565,14
focused,1,82.95308134090553,43.13979100733008,0.486,0.016,15.529,36.66,0.005,-0.012,9.798,0.151,95.7,2025-07-16T19:04:08.220377,3
fatigued,5,81.75269025904122,25.35816672661575,0.317,0.319,11.222,36.36,-0.141,0.185,9.726,0.817,96.5,2025-07-16T19:04:08.580781,49
anxious,4,97.30707791781285,16.69897248080992,0.649,0.397,18.0,36.65,0.02,0.098,9.911,0.542,96.3,2025-07-16T19:04:08.553580,27
stressed,3,86.35005542693247,16.862098872600612,0.772,0.401,20.74,36.95,0.243,-0.388,9.774,0.698,95.7,2025-07-16T19:04:08.478844,29
anxious,4,91.86082669401323,13.205575671392339,0.808,0.406,31.337,37.03,0.382,0.028,9.937,0.784,96.3,2025-07-16T19:04:08.522639,37
anxious,4,101.2356641291192,13.227416264145155,0.685,0.296,23.161,36.74,-0.115,-0.043,9.878,0.991,96.5,2025-07-16T19:04:08.553115,14
excited,2,99.76184549447166,18.964345915885076,0.523,0.59,21.87,36.93,0.309,0.806,9.326,0.139,96.4,2025-07-16T19:04:08.333514,11
focused,1,84.49579806869549,42.75901917431966,0.441,0.046,17.299,36.63,-0.022,-0.114,9.776,0.843,96.7,2025-07-16T19:04:08.243803,9
focused,1,82.58762646741899,56.80457067212013,0.366,0.029,14.159,36.51,0.042,0.021,9.817,0.63,96.6,2025-07-16T19:04:08.269793,14
excited,2,86.76698234401861,31.10884608730723,0.494,0.495,18.043,36.85,-0.079,-0.32,9.951,0.17,95.7,2025-07-16T19:04:08.354513,16
anxious,4,86.92642509885043,13.738574423267035,0.892,0.151,22.935,36.86,-0.2,0.116,9.757,0.221,95.6,2025-07-16T19:04:08.499536,7
fatigued,5,77.11921837887304,26.171262784187796,0.274,0.141,9.807,36.67,-0.022,0.138,9.797,0.736,98.0,2025-07-16T19:04:08.618817,42
anxious,4,97.21258338310166,15.768616949683738,0.777,0.519,32.0,36.86,0.253,0.36,9.987,0.353,95.4,2025-07-16T19:04:08.516883,43
anxious,4,112.5813148212756,12.41173234427558,0.833,0.228,22.497,37.26,0.055,0.037,9.67,0.588,93.6,2025-07-16T19:04:08.498242,24
fatigued,5,60.80121599737017,28.164805792056935,0.242,0.199,13.794,36.43,0.138,0.008,9.934,0.649,98.9,2025-07-16T19:04:08.632429,20
